D,k,minpoly,degree,rho,classes,rules,code,windows,kappa_min,kappa_max,strict,name
2,2,x^3 - 4*x^2 + 3*x + 1,3,2.801937735804,3,48,38527,11,0.243291,0.243291,1,
2,2,x^4 - 2*x^3 - 2*x^2 - x + 1,4,2.797135553959,3,48,14831,11,0.245766,0.245766,1,
2,2,x^4 - 3*x^3 + 2*x - 1,4,2.788973162344,10,144,5503,10,0.18123,0.312747,1,
2,2,x^4 - 2*x^3 - 3*x^2 + 2*x + 1,4,2.774622899504,3,48,13822,11,0.257424,0.257424,1,
2,2,x^3 - 3*x^2 + x - 1,3,2.769292354238,32,456,5055,10,0.191447,0.322964,1,
2,2,x^4 - 4*x^3 + 5*x^2 - 5*x + 2,4,2.745531206259,2,24,40423,11,0.27263,0.27263,1,
2,2,x^2 - 2*x - 2,2,2.732050807568,97,1272,887,8,0.050016,0.342497,1,
2,2,x^4 - 3*x^3 + x^2 - x + 1,4,2.717607599672,3,48,5623,10,0.218627,0.218627,1,
2,2,x^4 - 4*x^3 + 4*x^2 - x - 1,4,2.710644095045,5,72,38831,11,0.29108,0.29108,1,
2,2,x^4 - 2*x^3 - x^2 - 2*x - 1,4,2.696797189103,3,48,6903,10,0.229717,0.229717,1,
2,2,x^3 - 4*x^2 + 5*x - 4,3,2.695620769559,2,12,40679,11,0.299098,0.299098,1,
2,2,x^4 - 2*x^3 - 2*x^2 + 1,4,2.691739509578,12,168,5115,10,0.232425,0.301177,1,
2,2,x^4 - 3*x^3 + 3*x - 2,4,2.687717511535,2,24,31933,11,0.303334,0.303334,1,
2,2,x^4 - 4*x^3 + 4*x^2 - 2*x + 2,4,2.683771564565,3,24,38891,11,0.305454,0.305454,1,
2,2,x^4 - 3*x^3 + x^2 - 1,4,2.678712475687,10,144,5823,10,0.239424,0.308176,1,
2,2,x^4 - 3*x^3 + 2*x + 1,4,2.665774328417,6,96,5883,10,0.246409,0.315161,1,
2,2,x^3 - 2*x^2 - x - 2,3,2.658967081916,13,192,6647,10,0.250098,0.250098,1,
2,2,x^3 - x^2 - 4*x - 1,3,2.651093408937,3,48,5118,10,0.254377,0.254377,1,
2,2,x^4 - x^3 - 3*x^2 - 3*x - 1,4,2.629658126754,5,72,6623,10,0.266089,0.266089,1,
2,2,x^2 - 3*x + 1,2,2.618033988749,149,2160,1399,8,0.111516,0.403997,1,
2,2,x^3 - x^2 - 3*x - 3,3,2.598674507881,3,48,14799,10,0.283188,0.283188,1,
2,2,x^4 - 2*x^3 - 3*x^2 + 3*x + 2,4,2.596154676008,3,24,13758,10,0.284588,0.284588,1,
2,2,x^4 - 2*x^3 - x^2 - x - 1,4,2.592052792386,9,144,4799,9,0.210867,0.286869,1,
2,2,x^4 - x^3 - 3*x^2 - 2*x - 2,4,2.579841583715,2,24,14718,10,0.293682,0.293682,1,
2,2,x^4 - 3*x^3 + x^2 + x - 2,4,2.578423104280,5,72,6077,10,0.294475,0.294475,1,
2,2,x^4 - 2*x^3 - x^2 - 2*x + 2,4,2.573271963535,3,24,14823,10,0.29736,0.29736,1,
2,2,x^4 - 2*x^3 - 2*x^2 + x + 1,4,2.568114859440,16,240,4735,9,0.224253,0.369006,1,
2,2,x^2 - x - 4,2,2.561552812808,6,36,13263,10,0.303945,0.303945,1,
2,2,x^4 - 4*x^3 + 4*x^2 - 2,4,2.553773974030,2,24,38829,10,0.308333,0.308333,1,
2,2,x^3 - 2*x^2 - x - 1,3,2.546818276884,38,600,4599,9,0.236266,0.38102,1,
2,2,x^4 - 2*x^3 - 2*x^2 + 2*x - 1,4,2.538615763549,6,96,6078,10,0.316922,0.316922,1,
2,2,x^3 - 3*x^2 + 3,3,2.532088886237,9,120,5755,9,0.244634,0.320636,1,
2,2,x^4 - x^3 - 4*x^2 + 1,4,2.523095590631,5,48,4990,9,0.249768,0.325769,1,
2,2,x^3 - 3*x^2 + 2*x - 2,3,2.521379706804,22,288,5815,9,0.250749,0.326751,1,
2,2,x^3 - x^2 - 3*x - 2,3,2.511547141694,18,264,4575,9,0.256386,0.332388,1,
2,2,x^4 - 3*x^3 + x^2 + x - 1,4,2.505068413621,20,312,5487,9,0.260112,0.404866,1,
2,2,x^4 - 2*x^3 - x^2 - x + 1,4,2.496698205162,9,144,5583,9,0.264941,0.340943,1,
2,2,x^4 - 4*x^3 + 4*x^2 - x + 1,4,2.490216120099,2,24,38525,10,0.344693,0.344693,1,
2,2,x^4 - 3*x^3 + 2*x^2 - x - 2,4,2.487532531079,2,24,15723,10,0.346249,0.346249,1,
2,2,x^3 - 2*x^2 - 3,3,2.485583997688,2,24,6839,9,0.271378,0.271378,1,
2,2,x^3 - 2*x^2 - 2*x + 2,3,2.481194304092,30,420,4415,8,0.188965,0.349929,1,
2,2,x^4 - 2*x^3 - x^2 - 1,4,2.470979379835,11,168,5095,9,0.27988,0.355881,1,
2,2,x^3 - 4*x^2 + 5*x - 3,3,2.465571231876,6,96,38575,10,0.359042,0.359042,1,
2,2,x^4 - 3*x^3 + x^2 + 2,4,2.458732532276,3,48,15783,10,0.363049,0.363049,1,
2,2,x^4 - 3*x^3 + 2*x^2 - 2*x + 1,4,2.448678056364,10,144,5607,9,0.292959,0.368961,1,
2,2,x^2 - 2*x - 1,2,2.414213562373,271,3852,375,7,0.132124,0.458163,1,
2,2,x^4 - 4*x^3 + 6*x^2 - 6*x + 2,4,2.395336994467,3,24,40167,10,0.400735,0.400735,1,
2,2,x^4 - 2*x^3 - 2*x^2 + 3*x - 1,4,2.384880801995,5,72,5502,9,0.331045,0.331045,1,
2,2,x^4 - 3*x^3 + x^2 + 2*x - 2,4,2.373132853176,8,120,6061,9,0.33817,0.414171,1,
2,2,x^4 - x^3 - 3*x^2 - x + 1,4,2.369205407092,6,96,5083,9,0.340559,0.340559,1,
2,2,x^3 - 2*x^2 - 2,3,2.359304085971,16,216,4595,8,0.261639,0.346601,1,
2,2,x^4 - 3*x^3 + 4*x - 1,4,2.355674293978,3,24,13741,9,0.348822,0.348822,1,
2,2,x^4 - x^3 - 3*x^2 - 1,4,2.352224366288,2,24,5054,9,0.350937,0.350937,1,
2,2,x^4 - 2*x^3 - x^2 + 1,4,2.348593976994,20,288,5099,9,0.268203,0.429167,1,
2,2,x^3 - x^2 - 4*x + 2,3,2.342923082777,2,12,13261,9,0.356653,0.356653,1,
2,2,x^4 - 2*x^3 - 2*x^2 + 2*x + 2,4,2.332189766475,6,72,5851,9,0.363277,0.439279,1,
2,2,x^4 - x^3 - 2*x^2 - 3*x + 1,4,2.331098345480,2,24,14791,9,0.363953,0.363953,1,
2,2,x^3 - 3*x^2 + 2*x - 1,3,2.324717957244,88,1368,1383,7,0.186622,0.51266,1,
2,2,x^4 - x^3 - 2*x^2 - 2*x - 1,4,2.316512429173,9,144,4767,8,0.288046,0.373008,1,
2,2,x^2 - x - 3,2,2.302775637731,34,460,4383,7,0.200304,0.45759,1,
2,2,x^4 - 2*x^3 - 2*x + 1,4,2.296630262886,6,96,5575,8,0.300481,0.385444,1,
2,2,x^4 - 3*x^3 + 2*x^2 - 2,4,2.293799982029,3,48,5821,9,0.387223,0.387223,1,
2,2,x^4 - 3*x^3 + x^2 + x + 1,4,2.288794992188,5,72,5867,9,0.390374,0.390374,1,
2,2,x^4 - 2*x^3 - x - 1,4,2.277452390437,9,144,5876,8,0.312579,0.397542,1,
2,2,x^4 - 4*x^3 + 5*x^2 - 2*x - 1,4,2.272019649514,3,24,38573,9,0.400987,0.400987,1,
2,2,x^3 - x^2 - 2*x - 2,3,2.269530842081,23,312,4559,8,0.317606,0.47857,1,
2,2,x^3 - 3*x^2 + 3*x - 3,3,2.259921049894,7,72,7651,9,0.40869,0.40869,1,
2,2,x^3 - 2*x^2 - x + 1,3,2.246979603717,151,2328,311,6,0.124494,0.561729,1,
2,2,x^4 - 3*x^2 - 4*x - 1,4,2.234022892850,3,24,14798,9,0.425319,0.425319,1,
2,2,x^4 - 2*x^3 - x^2 + 2*x - 2,4,2.226861548465,3,48,6076,9,0.429951,0.429951,1,
2,2,x^4 - 4*x^3 + 6*x^2 - 5*x + 1,4,2.220744084605,2,24,38567,9,0.433919,0.433919,1,
2,2,x^3 - 4*x - 2,3,2.214319743377,2,12,13262,9,0.438099,0.438099,1,
2,2,x^4 - 3*x^3 + x^2 + 3*x - 3,4,2.211959789060,2,24,13801,9,0.439637,0.439637,1,
2,2,x^3 - 2*x^2 - 1,3,2.205569430400,96,1488,371,6,0.15133,0.519813,1,
2,2,x^4 - 2*x^3 - 2*x^2 + 3*x + 1,4,2.193527085331,6,72,4973,8,0.366747,0.45171,1,
2,2,x^4 - x^3 - x^2 - 3*x - 1,4,2.183384113079,2,24,6599,8,0.373434,0.373434,1,
2,2,x^4 - x^3 - 3*x^2 + 2,4,2.182270910071,3,48,6106,9,0.459132,0.459132,1,
2,2,x^4 - 3*x^3 + 2*x^2 - 1,4,2.178724176105,14,216,5483,8,0.376516,0.461479,1,
2,2,x^3 - x^2 - 3*x + 1,3,2.170086486626,16,192,4478,8,0.382247,0.46721,1,
2,2,x^4 - 2*x^3 - x^2 + 3,4,2.166572382805,3,24,14821,9,0.469548,0.469548,1,
2,2,x^4 - 3*x^3 + 3*x^2 - 3*x + 1,4,2.153721375541,5,72,5603,8,0.393168,0.478131,1,
2,2,x^3 - x^2 - 2*x - 1,3,2.147899035704,90,1392,343,6,0.189555,0.558038,1,
2,2,x^4 - 3*x^3 + 3*x^2 - 2*x - 1,4,2.136528133011,2,24,5813,8,0.404732,0.404732,1,
2,2,x^4 - 2*x^3 - x^2 + 2*x - 1,4,2.132241882311,16,216,5037,8,0.407629,0.492591,1,
2,2,x^3 - x^2 - x - 3,3,2.130395434767,2,24,6838,8,0.408879,0.408879,1,
2,2,x^4 - 2*x^3 - x + 1,4,2.117688632824,14,216,5511,7,0.321187,0.502472,1,
2,2,x^4 - 2*x^3 - 1,4,2.106919340376,18,264,4783,8,0.328542,0.509827,1,
2,2,x^4 - x^3 - 3*x^2 + x + 1,4,2.095293985223,11,144,4699,7,0.336525,0.51781,1,
2,2,x^4 - 2*x^3 + x^2 - 2*x - 1,4,2.089219411761,3,24,6627,8,0.437036,0.437036,1,
2,2,x^4 - x^3 - 2*x^2 - x + 1,4,2.081018996624,12,192,5067,8,0.44271,0.527672,1,
2,2,x^4 - x^3 - 2*x^2 - 1,4,2.075482866283,8,120,5005,7,0.35023,0.446553,1,
2,2,x^4 - x^3 - x^2 - 2*x - 1,4,2.065994892016,10,144,4759,7,0.356841,0.453163,1,
2,2,x^4 - 3*x^2 - 2*x - 1,4,2.052300344613,2,24,5022,8,0.462758,0.462758,1,
2,2,x - 2,1,2.000000000000,688,9522,51,4,0.0,0.792481,1,
2,2,x^4 - 2*x^2 - 3*x - 1,4,1.949787524078,3,48,6606,8,0.536683,0.536683,1,
2,2,x^4 - 3*x^2 - 2*x + 1,4,1.940392663660,3,24,5082,8,0.543651,0.543651,1,
2,2,x^4 - x^3 - x^2 - x - 1,4,1.927561975482,12,192,4751,7,0.4569,0.553223,1,
2,2,x^4 - x^3 - x^2 - 2*x + 1,4,1.921289609995,3,48,5574,7,0.461602,0.461602,1,
2,2,x^4 - x^3 - 2*x^2 + x - 1,4,1.914390309659,6,96,5038,8,0.466792,0.563115,1,
2,2,x^4 - x^3 - 2*x^2 + 1,4,1.905166167754,14,216,4701,7,0.473761,0.570083,1,
2,2,x^4 - 2*x^3 + x^2 - x - 1,4,1.897179401065,5,72,4775,7,0.479821,0.479821,1,
2,2,x^4 - 2*x^3 + x^2 - 2*x + 1,4,1.883203505913,6,72,5571,7,0.490489,0.586811,1,
2,2,x^3 - 3*x - 1,3,1.879385241571,8,96,4446,7,0.493417,0.589739,1,
2,2,x^4 - 2*x^3 + x - 1,4,1.866760399173,11,168,4781,7,0.503141,0.599463,1,
2,2,x^3 - x^2 - x - 1,3,1.839286755214,121,1872,327,5,0.281818,0.705816,1,tribonacci
2,2,x^4 - 3*x^3 + 3*x^2 - x - 1,4,1.819172513396,2,24,5797,7,0.540395,0.540395,1,
2,2,x^3 - x^2 - 2*x + 1,3,1.801937735804,59,888,310,5,0.311415,0.735413,1,
2,2,x^4 - x^3 - 2*x - 1,4,1.794309659412,3,48,6343,7,0.560249,0.560249,1,
2,2,x^3 - 2*x - 2,3,1.769292354238,10,120,4558,7,0.580505,0.676828,1,
2,2,x^3 - 2*x^2 + x - 1,3,1.754877666246,63,984,355,5,0.349594,0.773592,1,
2,2,x^4 - x^2 - 3*x - 1,4,1.745531206259,2,24,6598,7,0.600011,0.600011,1,
2,2,x^2 - 3,2,1.732050807568,4,28,4382,6,0.5,0.611196,0,
2,2,x^4 - x^3 - x^2 - x + 1,4,1.722083805739,7,96,5510,6,0.508326,0.619522,1,
2,2,x^4 - 2*x^3 + 2*x - 2,4,1.716672749282,3,24,5804,7,0.624062,0.624062,1,
2,2,x^4 - 2*x^2 - x - 1,4,1.710644095045,5,72,5006,7,0.629138,0.629138,1,
2,2,x^3 - x^2 - 2,3,1.695620769559,9,96,4547,6,0.530668,0.641864,1,
2,2,x^4 - x^3 - 2*x^2 + 2*x - 1,4,1.690284494616,2,24,5036,7,0.646411,0.646411,1,
2,2,x^4 - 2*x^2 - 2*x + 1,4,1.683771564565,3,24,5066,7,0.651981,0.651981,1,
2,2,x^2 - x - 1,2,1.618033988749,588,8772,19,3,0.098239,0.966722,1,golden
2,2,x^4 - x^3 - 2*x + 1,4,1.558979877981,2,24,5570,6,0.651879,0.651879,1,
2,2,x^4 - 2*x^2 - 1,4,1.553773974030,2,24,5004,6,0.656705,0.656705,0,
2,2,x^3 - x - 2,3,1.521379706804,5,60,4550,6,0.687101,0.687101,1,
2,2,x^4 - x^3 - x^2 + x - 1,4,1.512876396864,3,48,4780,6,0.695187,0.695187,1,
2,2,x^4 - 2*x^2 - x + 1,4,1.490216120099,2,24,4700,6,0.71696,0.71696,1,
2,2,x^3 - x^2 - 1,3,1.465571231876,54,840,323,4,0.448537,0.948537,1,supergolden
2,2,x^2 - 2,2,1.414213562373,31,372,278,4,0.5,1.0,0,
2,2,x^4 - 2*x - 1,4,1.395336994467,3,24,6342,6,0.811868,0.811868,1,
2,2,x^4 - x^3 - 1,4,1.380277569097,2,24,4741,5,0.696006,0.696006,1,
2,2,x^3 - x - 1,3,1.324717957244,48,744,326,4,0.594315,1.094315,1,plastic
2,2,x^4 - x^2 - 1,4,1.272019649514,3,24,4748,5,0.813843,0.813843,0,
2,2,x^3 - 2,3,1.259921049894,2,12,4546,5,0.827631,0.827631,0,
2,2,x^4 - x - 1,4,1.220744084605,2,24,4742,5,0.873203,0.873203,1,
2,2,x - 1,1,1.000000000000,849,11580,1,1,0.0,1.660964,1,
2,2,x,1,0.E-38,53,543,0,0,,,,
