name,code,orbit,genus,gf2deg,pop,fingerprint,s,bs,C,dt,deg,dnf,cnf
bang_dim=4_code=316,316,192,comp,4,5,5 -7 2 0 0,4,4,4,4,4,3,5
bang_dim=4_code=317,317,192,comp,3,6,6 -7 2 0 0,3,3,3,3,3,3,4
bang_dim=4_code=318,318,192,comp,3,6,6 -8 2 0 0,4,4,4,4,4,4,5
bang_dim=4_code=319,319,192,comp,4,7,7 -8 2 0 0,3,3,3,4,4,3,4
bang_dim=4_code=360,360,64,comp,3,4,4 -7 3 0 0,4,4,4,4,4,4,6
bang_dim=4_code=361,361,64,comp,4,5,5 -7 3 0 0,4,4,4,4,4,4,6
bang_dim=4_code=362,362,192,comp,4,5,5 -8 3 0 0,4,4,4,4,4,4,5
bang_dim=4_code=363,363,192,comp,3,6,6 -8 3 0 0,4,4,4,4,4,4,5
bang_dim=4_code=366,366,192,comp,3,6,6 -9 3 0 0,4,4,4,4,3,4,5
bang_dim=4_code=367,367,192,comp,4,7,7 -9 3 0 0,3,3,3,4,4,4,4
bang_dim=4_code=382,382,64,comp,4,7,7 -10 3 0 0,4,4,4,4,4,4,5
bang_dim=4_code=383,383,64,comp,3,8,8 -10 3 0 0,3,3,3,4,3,4,4
bang_dim=4_code=384,384,8,iso,3,2,2 -4 3 -1 0,4,4,4,4,4,2,4
bang_dim=4_code=385,385,64,comp,4,3,3 -4 3 -1 0,4,4,4,4,4,2,4
bang_dim=4_code=386,386,48,comp,4,3,3 -5 3 -1 0,4,4,4,4,4,3,5
bang_dim=4_code=387,387,192,comp,3,4,4 -5 3 -1 0,4,4,4,4,4,3,4
bang_dim=4_code=390,390,96,comp,3,4,4 -6 3 -1 0,4,4,4,4,4,4,6
bang_dim=4_code=391,391,192,comp,4,5,5 -6 3 -1 0,4,4,4,4,4,4,5
bang_dim=4_code=393,393,96,comp,3,4,4 -6 4 -1 0,3,3,3,3,3,2,4
bang_dim=4_code=395,395,192,comp,4,5,5 -7 4 -1 0,3,3,3,4,4,3,3
bang_dim=4_code=399,399,96,comp,3,6,6 -8 4 -1 0,3,3,3,4,4,3,4
bang_dim=4_code=406,406,64,comp,4,5,5 -7 3 -1 0,4,4,4,4,4,5,7
bang_dim=4_code=407,407,64,comp,3,6,6 -7 3 -1 0,4,4,4,4,4,5,6
bang_dim=4_code=408,408,192,comp,3,4,4 -7 4 -1 0,4,4,4,4,4,3,5
bang_dim=4_code=409,409,192,comp,4,5,5 -7 4 -1 0,3,3,3,4,4,3,4
bang_dim=4_code=410,410,384,comp,4,5,5 -8 4 -1 0,4,4,4,4,4,4,5
bang_dim=4_code=411,411,384,comp,3,6,6 -8 4 -1 0,3,3,3,4,4,4,4
bang_dim=4_code=414,414,192,comp,3,6,6 -9 4 -1 0,4,4,4,4,4,5,6
bang_dim=4_code=415,415,192,comp,4,7,7 -9 4 -1 0,3,3,3,4,4,4,5
bang_dim=4_code=424,424,96,comp,3,4,4 -8 5 -1 0,4,4,4,4,3,3,4
bang_dim=4_code=425,425,192,comp,4,5,5 -8 5 -1 0,3,3,3,4,4,3,4
bang_dim=4_code=426,426,96,comp,4,5,5 -9 5 -1 0,4,4,4,4,4,2,4
bang_dim=4_code=427,427,192,comp,3,6,6 -9 5 -1 0,3,3,3,3,3,2,3
bang_dim=4_code=428,428,384,comp,4,5,5 -9 5 -1 0,4,4,4,4,4,3,4
bang_dim=4_code=429,429,384,comp,3,6,6 -9 5 -1 0,3,3,3,3,3,3,4
bang_dim=4_code=430,430,384,comp,3,6,6 -10 5 -1 0,4,4,4,4,4,3,4
bang_dim=4_code=431,431,384,comp,4,7,7 -10 5 -1 0,3,3,3,4,4,3,3
bang_dim=4_code=444,444,192,comp,3,6,6 -10 5 -1 0,4,4,4,4,4,4,5
bang_dim=4_code=445,445,192,comp,4,7,7 -10 5 -1 0,3,3,3,4,4,4,4
bang_dim=4_code=446,446,192,comp,4,7,7 -11 5 -1 0,4,4,4,4,4,4,5
bang_dim=4_code=447,447,192,comp,3,8,8 -11 5 -1 0,3,3,3,4,4,4,4
bang_dim=4_code=488,488,64,comp,4,5,5 -10 6 -1 0,4,4,4,4,4,4,5
bang_dim=4_code=489,489,64,comp,3,6,6 -10 6 -1 0,3,3,3,4,4,4,5
bang_dim=4_code=490,490,192,comp,3,6,6 -11 6 -1 0,4,4,4,4,3,3,4
bang_dim=4_code=491,491,192,comp,4,7,7 -11 6 -1 0,3,3,3,4,4,3,4
bang_dim=4_code=494,494,192,comp,4,7,7 -12 6 -1 0,4,4,4,4,4,3,4
bang_dim=4_code=495,495,192,comp,3,8,8 -12 6 -1 0,3,3,3,3,3,3,3
bang_dim=4_code=510,510,64,comp,3,8,8 -13 6 -1 0,4,4,4,4,4,4,4
bang_dim=4_code=511,511,64,comp,4,9,9 -13 6 -1 0,3,3,3,4,4,2,3
bang_dim=4_code=828,828,32,comp,3,6,6 -9 3 0 0,3,3,3,3,3,3,4
bang_dim=4_code=829,829,64,comp,4,7,7 -9 3 0 0,4,4,4,4,4,4,4
bang_dim=4_code=831,831,32,comp,2,8,8 -10 3 0 0,2,2,2,3,3,3,3
bang_dim=4_code=854,854,48,comp,2,6,6 -8 2 0 0,4,4,4,4,4,4,5
bang_dim=4_code=855,855,48,comp,4,7,7 -8 2 0 0,2,2,2,4,4,2,4
bang_dim=4_code=856,856,192,comp,4,5,5 -8 3 0 0,4,4,4,4,4,3,5
bang_dim=4_code=857,857,192,comp,2,6,6 -8 3 0 0,4,4,4,4,4,4,5
bang_dim=4_code=858,858,384,comp,3,6,6 -9 3 0 0,3,3,3,3,3,3,4
bang_dim=4_code=859,859,384,comp,4,7,7 -9 3 0 0,3,3,3,4,4,3,4
bang_dim=4_code=862,862,192,comp,4,7,7 -10 3 0 0,4,4,4,4,4,4,4
bang_dim=4_code=863,863,192,comp,3,8,8 -10 3 0 0,2,2,2,3,3,3,3
bang_dim=4_code=872,872,192,comp,4,5,5 -9 4 0 0,4,4,4,4,4,4,6
bang_dim=4_code=873,873,192,comp,3,6,6 -9 4 0 0,4,4,4,4,4,5,6
bang_dim=4_code=874,874,192,comp,2,6,6 -10 4 0 0,4,4,4,4,4,4,5
bang_dim=4_code=875,875,192,comp,4,7,7 -10 4 0 0,4,4,4,4,4,4,5
bang_dim=4_code=876,876,384,comp,3,6,6 -10 4 0 0,4,4,4,4,4,4,5
bang_dim=4_code=877,877,384,comp,4,7,7 -10 4 0 0,4,4,4,4,4,5,5
bang_dim=4_code=878,878,384,comp,4,7,7 -11 4 0 0,3,3,3,4,4,4,4
bang_dim=4_code=879,879,384,comp,3,8,8 -11 4 0 0,3,3,3,4,4,4,4
bang_dim=4_code=892,892,192,comp,4,7,7 -11 4 0 0,3,3,3,4,4,4,4
bang_dim=4_code=893,893,192,comp,3,8,8 -11 4 0 0,4,4,4,4,4,4,4
bang_dim=4_code=894,894,192,comp,3,8,8 -12 4 0 0,4,4,4,4,3,4,4
bang_dim=4_code=895,895,192,comp,4,9,9 -12 4 0 0,3,3,3,4,4,4,3
bang_dim=4_code=960,960,16,comp,2,4,4 -8 5 -1 0,3,3,3,3,2,2,3
bang_dim=4_code=961,961,192,comp,4,5,5 -8 5 -1 0,3,3,3,4,4,3,4
bang_dim=4_code=963,963,96,comp,3,6,6 -9 5 -1 0,3,3,3,3,3,2,3
bang_dim=4_code=965,965,192,comp,3,6,6 -9 5 -1 0,3,3,3,3,3,3,3
bang_dim=4_code=966,966,192,comp,3,6,6 -10 5 -1 0,3,3,3,4,4,4,4
bang_dim=4_code=967,967,384,comp,4,7,7 -10 5 -1 0,3,3,3,4,4,3,3
bang_dim=4_code=975,975,96,comp,2,8,8 -12 6 -1 0,2,2,2,2,2,2,2
bang_dim=4_code=980,980,192,comp,3,6,6 -10 5 -1 0,3,3,3,4,4,4,5
bang_dim=4_code=981,981,192,comp,4,7,7 -10 5 -1 0,3,3,3,4,4,3,4
bang_dim=4_code=982,982,192,comp,4,7,7 -11 5 -1 0,4,4,4,4,4,5,5
bang_dim=4_code=983,983,192,comp,3,8,8 -11 5 -1 0,3,3,3,4,4,3,4
bang_dim=4_code=984,984,192,comp,3,6,6 -11 6 -1 0,3,3,3,3,3,3,4
bang_dim=4_code=985,985,384,comp,4,7,7 -11 6 -1 0,3,3,3,4,4,4,4
bang_dim=4_code=987,987,192,comp,3,8,8 -12 6 -1 0,3,3,3,3,3,3,4
bang_dim=4_code=988,988,384,comp,4,7,7 -12 6 -1 0,3,3,3,4,4,3,4
bang_dim=4_code=989,989,384,comp,3,8,8 -12 6 -1 0,3,3,3,3,3,3,3
bang_dim=4_code=990,990,384,comp,3,8,8 -13 6 -1 0,4,4,4,4,4,4,4
bang_dim=4_code=991,991,384,comp,4,9,9 -13 6 -1 0,3,3,3,4,4,3,3
bang_dim=4_code=1020,1020,96,comp,2,8,8 -14 7 -1 0,3,3,3,3,3,3,3
bang_dim=4_code=1021,1021,192,comp,4,9,9 -14 7 -1 0,4,4,4,4,4,4,3
bang_dim=4_code=1023,1023,96,comp,3,10,10 -15 7 -1 0,2,2,2,3,3,2,2
bang_dim=4_code=1632,1632,12,comp,2,4,4 -8 4 0 0,4,4,4,4,4,4,4
bang_dim=4_code=1633,1633,48,comp,4,5,5 -8 4 0 0,4,4,4,4,4,5,6
bang_dim=4_code=1634,1634,96,comp,4,5,5 -9 4 0 0,4,4,4,4,4,4,4
bang_dim=4_code=1635,1635,192,comp,3,6,6 -9 4 0 0,4,4,4,4,4,5,5
bang_dim=4_code=1638,1638,48,comp,3,6,6 -10 4 0 0,3,3,3,4,4,4,3
bang_dim=4_code=1639,1639,96,comp,4,7,7 -10 4 0 0,3,3,3,4,4,5,4
bang_dim=4_code=1641,1641,48,comp,3,6,6 -10 5 0 0,4,4,4,4,4,6,7
bang_dim=4_code=1643,1643,96,comp,4,7,7 -11 5 0 0,4,4,4,4,4,6,6
bang_dim=4_code=1647,1647,48,comp,2,8,8 -12 5 0 0,3,3,3,4,4,5,5
bang_dim=4_code=1650,1650,192,comp,3,6,6 -10 4 0 0,4,4,4,4,4,4,4
bang_dim=4_code=1651,1651,192,comp,4,7,7 -10 4 0 0,4,4,4,4,4,4,4
bang_dim=4_code=1654,1654,192,comp,4,7,7 -11 4 0 0,3,3,3,4,4,4,3
bang_dim=4_code=1655,1655,192,comp,3,8,8 -11 4 0 0,3,3,3,4,4,4,3
bang_dim=4_code=1656,1656,192,comp,3,6,6 -11 5 0 0,4,4,4,4,4,5,6
bang_dim=4_code=1657,1657,192,comp,4,7,7 -11 5 0 0,4,4,4,4,4,6,6
bang_dim=4_code=1658,1658,384,comp,4,7,7 -12 5 0 0,4,4,4,4,4,5,5
bang_dim=4_code=1659,1659,384,comp,3,8,8 -12 5 0 0,4,4,4,4,4,5,5
bang_dim=4_code=1662,1662,192,comp,3,8,8 -13 5 0 0,3,3,3,4,4,5,4
bang_dim=4_code=1663,1663,192,comp,4,9,9 -13 5 0 0,3,3,3,4,4,5,4
bang_dim=4_code=1680,1680,24,comp,2,4,4 -8 5 -1 0,4,4,4,4,3,4,5
bang_dim=4_code=1681,1681,192,comp,4,5,5 -8 5 -1 0,4,4,4,4,4,4,5
bang_dim=4_code=1683,1683,192,comp,3,6,6 -9 5 -1 0,4,4,4,4,3,4,5
bang_dim=4_code=1686,1686,96,comp,3,6,6 -10 5 -1 0,4,4,4,4,4,4,5
bang_dim=4_code=1687,1687,192,comp,4,7,7 -10 5 -1 0,4,4,4,4,4,4,5
bang_dim=4_code=1695,1695,48,comp,2,8,8 -12 6 -1 0,3,3,3,3,3,4,4
bang_dim=4_code=1712,1712,96,comp,4,5,5 -10 6 -1 0,4,4,4,4,4,4,5
bang_dim=4_code=1713,1713,384,comp,3,6,6 -10 6 -1 0,4,4,4,4,4,4,5
bang_dim=4_code=1714,1714,192,comp,3,6,6 -11 6 -1 0,4,4,4,4,3,4,4
bang_dim=4_code=1715,1715,384,comp,4,7,7 -11 6 -1 0,4,4,4,4,4,4,4
bang_dim=4_code=1716,1716,192,comp,3,6,6 -11 6 -1 0,4,4,4,4,3,4,5
bang_dim=4_code=1717,1717,384,comp,4,7,7 -11 6 -1 0,4,4,4,4,4,4,5
bang_dim=4_code=1718,1718,192,comp,4,7,7 -12 6 -1 0,3,3,3,4,4,4,4
bang_dim=4_code=1719,1719,384,comp,3,8,8 -12 6 -1 0,3,3,3,3,3,4,4
bang_dim=4_code=1721,1721,192,comp,4,7,7 -12 7 -1 0,4,4,4,4,4,5,5
bang_dim=4_code=1723,1723,192,comp,3,8,8 -13 7 -1 0,4,4,4,4,4,4,4
bang_dim=4_code=1725,1725,192,comp,3,8,8 -13 7 -1 0,4,4,4,4,4,5,5
bang_dim=4_code=1727,1727,192,comp,4,9,9 -14 7 -1 0,3,3,3,4,4,4,4
bang_dim=4_code=1776,1776,48,comp,3,6,6 -12 7 -1 0,4,4,4,4,4,3,4
bang_dim=4_code=1777,1777,192,comp,4,7,7 -12 7 -1 0,4,4,4,4,4,4,5
bang_dim=4_code=1778,1778,192,comp,4,7,7 -13 7 -1 0,4,4,4,4,4,3,4
