name,code,orbit,genus,gf2deg,pop,fingerprint,s,bs,C,dt,deg,dnf,cnf
mrly_06647,6647,192,comp,3,10,10 -16 9 -2 0,4,4,4,4,4,5,4
mrly_06648,6648,96,comp,3,8,8 -16 10 -2 0,3,3,3,3,3,3,4
mrly_06649,6649,192,comp,4,9,9 -16 10 -2 0,3,3,3,4,4,3,4
mrly_06650,6650,384,comp,4,9,9 -17 10 -2 0,3,3,3,4,4,4,4
mrly_06651,6651,384,comp,3,10,10 -17 10 -2 0,3,3,3,3,3,4,3
mrly_06654,6654,192,comp,3,10,10 -18 10 -2 0,4,4,4,4,4,5,4
mrly_06655,6655,192,comp,4,11,11 -18 10 -2 0,3,3,3,4,4,3,3
mrly_07126,7126,192,comp,4,9,9 -16 9 -2 0,4,4,4,4,4,6,5
mrly_07127,7127,192,comp,2,10,10 -16 9 -2 0,4,4,4,4,4,5,4
mrly_07128,7128,24,comp,2,8,8 -16 10 -2 0,2,3,3,3,2,4,4
mrly_07129,7129,192,comp,4,9,9 -16 10 -2 0,3,3,3,4,4,4,4
mrly_07131,7131,192,comp,3,10,10 -17 10 -2 0,3,3,3,3,3,3,3
mrly_07134,7134,192,comp,3,10,10 -18 10 -2 0,4,4,4,4,4,4,4
mrly_07135,7135,192,comp,4,11,11 -18 10 -2 0,3,3,3,4,4,3,3
mrly_07140,7140,96,comp,2,8,8 -16 10 -2 0,3,3,3,3,3,4,4
mrly_07141,7141,384,comp,4,9,9 -16 10 -2 0,4,4,4,4,4,5,4
mrly_07143,7143,192,comp,3,10,10 -17 10 -2 0,4,4,4,4,3,5,4
mrly_07148,7148,384,comp,4,9,9 -18 11 -2 0,3,3,3,4,4,4,4
mrly_07149,7149,384,comp,3,10,10 -18 11 -2 0,4,4,4,4,4,5,4
mrly_07150,7150,384,comp,3,10,10 -19 11 -2 0,3,3,3,3,3,4,3
mrly_07151,7151,384,comp,4,11,11 -19 11 -2 0,4,4,4,4,4,5,3
mrly_07164,7164,192,comp,3,10,10 -19 11 -2 0,3,3,3,3,3,4,3
mrly_07165,7165,384,comp,4,11,11 -19 11 -2 0,4,4,4,4,4,4,3
mrly_07167,7167,192,comp,3,12,12 -20 11 -2 0,3,3,3,3,3,3,2
mrly_07905,7905,48,comp,2,8,8 -16 11 -2 0,4,4,4,4,4,6,6
mrly_07907,7907,192,comp,4,9,9 -17 11 -2 0,4,4,4,4,4,6,5
mrly_07910,7910,48,comp,4,9,9 -18 11 -2 0,4,4,4,4,4,5,5
mrly_07911,7911,96,comp,3,10,10 -18 11 -2 0,4,4,4,4,4,6,5
mrly_07913,7913,96,comp,4,9,9 -18 12 -2 0,4,4,4,4,4,7,6
mrly_07915,7915,192,comp,3,10,10 -19 12 -2 0,4,4,4,4,4,6,5
mrly_07918,7918,48,comp,2,10,10 -20 12 -2 0,4,4,4,4,4,5,4
mrly_07919,7919,96,comp,4,11,11 -20 12 -2 0,4,4,4,4,4,6,4
mrly_07921,7921,96,comp,4,9,9 -17 11 -2 0,4,4,4,4,4,5,5
mrly_07923,7923,384,comp,3,10,10 -18 11 -2 0,4,4,4,4,4,5,4
mrly_07926,7926,192,comp,3,10,10 -19 11 -2 0,4,4,4,4,3,5,4
mrly_07927,7927,192,comp,4,11,11 -19 11 -2 0,4,4,4,4,4,5,4
mrly_07929,7929,192,comp,3,10,10 -19 12 -2 0,4,4,4,4,4,6,5
mrly_07930,7930,192,comp,3,10,10 -20 12 -2 0,3,3,3,4,4,4,4
mrly_07931,7931,384,comp,4,11,11 -20 12 -2 0,4,4,4,4,4,5,4
mrly_07934,7934,192,comp,4,11,11 -21 12 -2 0,3,3,3,4,4,4,3
mrly_07935,7935,192,comp,3,12,12 -21 12 -2 0,4,4,4,4,4,4,3
mrly_08177,8177,48,comp,3,10,10 -18 11 -2 0,3,3,3,4,4,3,4
mrly_08178,8178,96,comp,3,10,10 -19 11 -2 0,3,3,3,4,3,4,4
mrly_08179,8179,192,comp,4,11,11 -19 11 -2 0,3,3,3,4,4,4,3
mrly_08182,8182,96,comp,4,11,11 -20 11 -2 0,4,4,4,4,4,5,4
mrly_08183,8183,96,comp,3,12,12 -20 11 -2 0,4,4,4,4,3,5,3
mrly_08184,8184,48,comp,3,10,10 -20 12 -2 0,3,3,3,4,4,4,4
mrly_08185,8185,96,comp,4,11,11 -20 12 -2 0,4,4,4,4,4,4,4
mrly_08186,8186,192,comp,4,11,11 -21 12 -2 0,3,3,3,4,4,4,3
mrly_08187,8187,192,comp,3,12,12 -21 12 -2 0,4,4,4,4,4,4,3
mrly_08190,8190,96,comp,3,12,12 -22 12 -2 0,4,4,4,4,3,4,3
mrly_08191,8191,96,comp,4,13,13 -22 12 -2 0,3,3,3,4,4,3,2
mrly_15555,15555,8,comp,1,8,8 -16 12 -3 0,3,3,3,3,3,4,4
mrly_15559,15559,64,comp,4,9,9 -17 12 -3 0,4,4,4,4,4,5,4
mrly_15567,15567,32,comp,3,10,10 -19 13 -3 0,3,3,3,3,3,4,3
mrly_15575,15575,96,comp,3,10,10 -18 12 -3 0,4,4,4,4,4,5,4
mrly_15579,15579,96,comp,3,10,10 -19 13 -3 0,4,4,4,4,3,5,4
mrly_15583,15583,192,comp,4,11,11 -20 13 -3 0,4,4,4,4,4,5,3
mrly_15615,15615,48,comp,2,12,12 -22 14 -3 0,3,3,3,3,3,3,2
mrly_15830,15830,64,comp,3,10,10 -19 12 -3 0,4,4,4,4,4,7,5
mrly_15831,15831,64,comp,4,11,11 -19 12 -3 0,4,4,4,4,4,6,4
mrly_15834,15834,96,comp,3,10,10 -20 13 -3 0,4,4,4,4,4,6,4
mrly_15835,15835,192,comp,4,11,11 -20 13 -3 0,4,4,4,4,4,5,4
mrly_15838,15838,192,comp,4,11,11 -21 13 -3 0,4,4,4,4,4,6,4
mrly_15839,15839,192,comp,3,12,12 -21 13 -3 0,4,4,4,4,4,5,3
mrly_15853,15853,192,comp,4,11,11 -21 14 -3 0,4,4,4,4,4,5,3
mrly_15855,15855,192,comp,3,12,12 -22 14 -3 0,4,4,4,4,3,5,3
mrly_15869,15869,96,comp,3,12,12 -22 14 -3 0,3,3,3,3,3,4,2
mrly_15870,15870,192,comp,3,12,12 -23 14 -3 0,4,4,4,4,4,5,3
mrly_15871,15871,192,comp,4,13,13 -23 14 -3 0,4,4,4,4,4,4,2
mrly_16380,16380,16,comp,2,12,12 -24 15 -3 0,3,3,3,3,2,3,2
mrly_16381,16381,64,comp,4,13,13 -24 15 -3 0,4,4,4,4,4,4,2
mrly_16383,16383,32,comp,3,14,14 -25 15 -3 0,3,3,3,3,3,3,1
mrly_27030,27030,2,iso,1,8,8 -16 12 -4 0,4,4,4,4,4,8,8
mrly_27031,27031,16,iso,4,9,9 -16 12 -4 0,4,4,4,4,4,8,7
mrly_27039,27039,48,comp,3,10,10 -18 13 -4 0,4,4,4,4,4,7,6
mrly_27071,27071,64,comp,4,11,11 -20 14 -4 0,4,4,4,4,4,7,5
mrly_27135,27135,16,comp,2,12,12 -22 15 -4 0,4,4,4,4,4,5,4
mrly_27581,27581,16,iso,4,11,11 -21 15 -4 0,4,4,4,4,4,7,5
mrly_27583,27583,16,iso,3,12,12 -22 15 -4 0,4,4,4,4,4,7,4
mrly_27606,27606,8,iso,3,10,10 -20 14 -4 0,4,4,4,4,4,8,6
mrly_27607,27607,48,comp,4,11,11 -20 14 -4 0,4,4,4,4,4,6,5
mrly_27615,27615,96,comp,3,12,12 -22 15 -4 0,4,4,4,4,4,6,4
mrly_27645,27645,64,comp,3,12,12 -23 16 -4 0,4,4,4,4,4,6,4
mrly_27647,27647,64,comp,4,13,13 -24 16 -4 0,4,4,4,4,4,5,3
mrly_28662,28662,12,comp,2,12,12 -24 16 -4 0,4,4,4,4,4,4,4
mrly_28663,28663,48,comp,4,13,13 -24 16 -4 0,4,4,4,4,4,5,3
mrly_28665,28665,24,comp,2,12,12 -24 17 -4 0,4,4,4,4,3,5,4
mrly_28667,28667,96,comp,4,13,13 -25 17 -4 0,4,4,4,4,4,5,3
mrly_28671,28671,48,comp,3,14,14 -26 17 -4 0,4,4,4,4,4,4,2
mrly_32511,32511,32,comp,3,14,14 -27 18 -4 0,4,4,4,4,3,4,2
mrly_32766,32766,8,iso,3,14,14 -28 18 -4 0,4,4,4,4,4,4,2
mrly_32767,32767,16,iso,4,15,15 -28 18 -4 0,4,4,4,4,4,4,1
mrly_65535,65535,1,iso,0,16,16 -32 24 -8 1,0,0,0,0,0,1,0
